Recording	Participant	Timeline	TOI	Interval	Media	AOI	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		5757	221	73	583	26	67729	73	preparation_text		2,64764	5757	221	73	583	26	67729	73	2,64764	6360	1590	353	2897	4	67729	2523	6513	1628	393	2910	4	67695	2557	0			0			21	67695	70252	129,47													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		16600	302	63	987	55	105695	80	preparation_text		2,62003	15143	315	63	987	48	105695	80	2,61894	18750	9375	1070	17680	2	105695	1070	18830	9415	1110	17720	2	105655	1110	0			0			42	105655	106765	337,91													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		3813	293	83	827	13	334075	143	preparation_text		2,56236	3813	293	83	827	13	334075	143	2,56236	4133	2067	143	3990	2	334075	143	4240	2120	197	4043	2	334021	197	0			0			10	334021	334218	460,19													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		11503	226	77	507	51	260381	133	preparation_text		2,66379	11503	226	77	507	51	260381	133	2,66379	12597	1575	133	5217	8	260381	133	12997	1625	193	5280	8	260321	193	0			0			41	260321	260514	520,36													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		11060	226	73	493	49	221849	120	preparation_text		2,55465	10287	239	97	493	43	221849	120	2,55226	15822	5274	120	15095	3	221849	120	15992	5331	170	15148	3	221799	170	0			0			38	221799	221969	457,21													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		11557	263	83	920	44	143912	110	preparation_text		2,55879	11557	263	83	920	44	143912	110	2,55879	12940	4313	280	11403	3	143912	280	13127	4376	333	11473	3	143859	333	0			0			35	143859	144192	278,33													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		7870	291	63	1543	27	376282	117	preparation_text		2,58442	7543	302	63	1543	25	376282	117	2,58477	11412	11412	11412	11412	1	376282	11412	11478	11478	11478	11478	1	376215	11478	0			0			22	376215	387693	576,31													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		7683	213	77	453	36	296138	160	preparation_text		2,59698	7023	207	77	453	34	296138	160	2,59443	9490	2373	303	7363	4	296138	303	9640	2410	360	7410	4	296081	360	0			0			29	296081	296441	498,66													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		10693	306	73	780	35	184822	190	preparation_text		2,48	10693	306	73	780	35	184822	190	2,48	11827	11827	11827	11827	1	184822	11827	11937	11937	11937	11937	1	184712	11937	0			0			30	184712	196649	457,26													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		9007	257	97	607	35	412807	97	preparation_text		2,56862	9007	257	97	607	35	412807	97	2,56862	10010	10010	10010	10010	1	412807	10010	10077	10077	10077	10077	1	412740	10077	0			0			31	412740	422817	537,84													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		3942	197	93	293	20	70305	173	preparation_text		2,66883	3720	196	93	293	19	70305	173	2,67221	4365	873	160	2527	5	70305	887	4585	917	180	2577	5	70252	940	0			0			15	70252	77985	420,37													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		293	98	87	113	3	106825	113	preparation_text		2,6975	293	98	87	113	3	106825	113	2,6975	357	357	357	357	1	106825	357	417	417	417	417	1	106765	417	0			0			2	106765		437,31													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		1717	191	87	333	9	333935	87	preparation_text		2,62778	1717	191	87	333	9	333935	87	2,62778	1937	968	87	1850	2	333935	87	1980	990	110	1870	2	333911	110	0			0			7	334461	334021	99,89													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		4892	196	73	330	25	257884	177	preparation_text		2,65307	4733	197	73	330	24	257884	177	2,64899	5462	910	207	2437	6	257884	2437	5769	961	257	2483	6	257838	2483	0			0			19	257838	260321	358,98													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		2213	170	93	343	13	219806	177	preparation_text		2,73957	2213	170	93	343	13	219806	177	2,73957	2610	1305	617	1993	2	219806	1993	2680	1340	677	2003	2	219796	2003	0			0			10	221969	221799	460,43													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		3397	200	103	387	17	144245	103	preparation_text		2,6231	3397	200	103	387	17	144245	103	2,6231	3910	3910	3910	3910	1	144245	3910	3963	3963	3963	3963	1	144192	3963	0			0			16	144192	148156	438,04													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		3793	237	143	413	16	371965	170	preparation_text		2,6034	3793	237	143	413	16	371965	170	2,6034	4250	4250	4250	4250	1	371965	4250	4293	4293	4293	4293	1	371921	4293	0			0			15	371921	376215	363,63													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		2407	201	120	377	12	295951	130	preparation_text		2,67036	2407	201	120	377	12	295951	130	2,67036	2817	939	130	2543	3	295951	130	2963	988	170	2603	3	295911	170	0			0			8	295911	296081	308,66													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		2337	195	113	370	12	181979	200	preparation_text		2,56485	2337	195	113	370	12	181979	200	2,56485	2733	2733	2733	2733	1	181979	2733	2787	2787	2787	2787	1	181926	2787	0			0			10	181926	184712	440,96													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		2260	226	110	490	10	409963	123	preparation_text		2,59267	2260	226	110	490	10	409963	123	2,59267	2557	1278	123	2433	2	409963	123	2630	1315	167	2463	2	409920	167	0			0			7	409920	410087	355,56													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		18203	214	67	637	85	74472	143	preparation_text		2,67602	18047	215	67	637	84	74472	143	2,67516	21257	10628	3093	18163	2	74472	3093	21320	10660	3117	18203	2	74449	3117	0			0			75	74449	77565	64,48													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		10078	194	80	407	52	128519	297	preparation_text		2,63439	9987	196	80	407	51	128519	297	2,63463	11945	11945	11945	11945	1	128519	11945	11971	11971	11971	11971	1	128492	11971	0			0			47	128492		127,45													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		23191	219	67	617	106	340565	343	preparation_text		2,63258	22770	219	67	617	104	340565	343	2,63209	27981	27981	27981	27981	1	340565	27981	28005	28005	28005	28005	1	340541	28005	0			0			91	340541		94,37													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		11287	205	67	450	55	277694	137	preparation_text		2,63913	11077	209	67	450	53	277694	137	2,63797	13310	6655	387	12923	2	277694	12923	13390	6695	437	12953	2	277664	12953	0			0			46	291101	290618	498,53													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		13362	191	32	417	70	238028	183	preparation_text		2,6645	13330	193	60	417	69	238028	183	2,66464	15619	7809	493	15126	2	238028	493	15662	7831	513	15149	2	238008	513	0			0			64	238008	238521	60,61													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		14311	193	11	467	74	159666	140	preparation_text		2,63822	14300	196	60	467	73	159666	140	2,6382	17425	8712	5710	11714	2	159666	5710	17531	8766	5747	11784	2	159629	5747	0			0			61	159629	165376	284,8													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		15263	191	60	523	80	387727	153	preparation_text		2,68043	15160	192	60	523	79	387727	153	2,68085	18819	18819	18819	18819	1	387727	18819	18853	18853	18853	18853	1	387693	18853	0			0			65	387693		284,4													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		17080	194	67	413	88	306831	123	preparation_text		2,65641	16740	192	67	413	87	306831	123	2,65562	20420	10210	1200	19220	2	306831	19220	20467	10233	1223	19243	2	306808	19243	0			0			74	306808	326051	108,09													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		16271	206	67	780	79	196689	150	preparation_text		2,562	16187	208	67	780	78	196689	150	2,56174	19791	19791	19791	19791	1	196689	19791	19831	19831	19831	19831	1	196649	19831	0			0			66	196649		264,46													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		17642	198	67	503	89	423090	220	preparation_text		2,68369	17490	199	67	503	88	423090	220	2,68403	21456	21456	21456	21456	1	423090	21456	21482	21482	21482	21482	1	423063	21482	0			0			76	423063		158,34													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		203	203	203	203	1	74245	203	preparation_text		2,6549	203	203	203	203	1	74245	203	2,6549	203	203	203	203	1	74245	203	237	237	237	237	1	74212	237	0			0			0	74212	74449	205,48													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		2153	179	87	367	12	125149	153	preparation_text		2,6348	2153	179	87	367	12	125149	153	2,6348	2643	1322	367	2277	2	125149	2277	2697	1348	390	2307	2	125119	2307	0			0			8	127979	127425	131,05													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		393	131	93	157	3	257744	93	preparation_text		2,63033	393	131	93	157	3	257744	93	2,63033	393	131	93	157	3	257744	93	463	154	113	183	3	257724	113	0			0			0	257724	257838	73,83													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		167	167	167	167	1	237841	167	preparation_text		2,58117	167	167	167	167	1	237841	167	2,58117	167	167	167	167	1	237841	167	213	213	213	213	1	237794	213	0			0			0	237794	238008	379,86													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		330	165	137	193	2	306671	137	preparation_text		2,73208	330	165	137	193	2	306671	137	2,73208	330	165	137	193	2	306671	137	403	202	160	243	2	306648	160	0			0			0	306648	306808	100,98													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		110	110	110	110	1	181816	110	preparation_text		2,52804	110	110	110	110	1	181816	110	2,52804	110	110	110	110	1	181816	110	143	143	143	143	1	181782	143	0			0			0	181782	181926	159,05													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		260	260	260	260	1	96812	260	preparation_text		2,64577	260	260	260	260	1	96812	260	2,64577	260	260	260	260	1	96812	260	303	303	303	303	1	96769	303	0			0			0	96769	97072	180,34													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		557	186	143	233	3	269901	143	preparation_text		2,73905	557	186	143	233	3	269901	143	2,73905	587	293	180	407	2	269901	407	667	333	233	433	2	269874	433	0			0			1	269874	270308	136,21													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		325	162	147	178	2	330195	147	preparation_text		2,71898	147	147	147	147	1	330195	147	2,70581	352	352	352	352	1	330195	352	382	382	382	382	1	330165	382	0			0			1	330165		232,1													
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Johannes_Rothe	Johannnes_Rothe	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
1_Leonard_Kreil	Leonard_Kreil	Timeline1	semmel	1	semmel	calories	Escape	0				0			picture	picture		0				0				0				0			0				0			0			0			0																
1_Leonard_Kreil	Leonard_Kreil	Timeline1	semmel	1	semmel	duration	Escape	0				0			picture	picture		0				0				0				0			0				0			0			0			0																
1_Leonard_Kreil	Leonard_Kreil	Timeline1	semmel	1	semmel	easiness	Escape	0				0			picture	picture		0				0				0				0			0				0			0			0			0																
1_Leonard_Kreil	Leonard_Kreil	Timeline1	semmel	1	semmel	ingredients	Escape	260	130	127	133	2	516	133	picture	picture	2,71752	260	130	127	133	2	516	133	2,71752	283	283	283	283	1	516	283	323	323	323	323	1	476	323	0			0			1	476	799	313,61													
1_Leonard_Kreil	Leonard_Kreil	Timeline1	semmel	1	semmel	picture	Escape	850	170	4	289	5	0	289	picture	picture	2,6888	557	186	167	197	3	849	193	2,62351	910	303	4	617	3	0	289	963	321	8	667	3	0	289	0			0			2	799	289	392,3													
1_Leonard_Kreil	Leonard_Kreil	Timeline1	semmel	1	semmel	preparation_text	Escape	593	297	183	410	2	2349	410	picture	picture	2,76023	593	297	183	410	2	2349	410	2,76023	617	617	617	617	1	2349	617	637	637	637	637	1	2329	637	0			0			1	2329		111,18													
